,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
54,0.5400000000000003,"(54.3, 10.8, 46.706)","(35.4, -12.75, 66.066)","(0.75, -18.0, 25.652)","(34.95, 16.65, 59.774)","(32.55, 8.55, 70.906)","(2.1, -6.6, 26.378)","(-2.1, -6.0, 43.56)","(9.6, -9.15, 28.072)","(2.1, -19.2, 34.122)"
55,0.5500000000000003,"(56.55, 8.85, 49.368)","(36.3, -13.5, 65.098)","(-2.4, -16.35, 27.588)","(34.5, 15.3, 52.998)","(29.55, 6.75, 73.568)","(1.5, -5.55, 26.62)","(-2.7, -6.3, 41.624)","(9.3, -7.5, 30.734)","(3.15, -20.7, 34.364)"
56,0.5600000000000003,"(58.35, 7.35, 46.948)","(36.0, -13.2, 64.13)","(2.7, -16.2, 26.62)","(34.8, 14.1, 60.742)","(29.1, 9.6, 70.422)","(1.05, -6.45, 25.652)","(-1.8, -9.45, 40.172)","(10.65, -9.9, 29.04)","(1.95, -20.4, 35.332)"
57,0.5700000000000003,"(55.95, 12.0, 48.642)","(35.1, -11.85, 64.614)","(2.25, -16.95, 30.976)","(40.2, 16.8, 54.692)","(32.55, 6.15, 71.39)","(2.25, -7.2, 26.62)","(-2.1, -9.15, 42.35)","(8.25, -10.95, 30.734)","(2.55, -20.1, 33.88)"
58,0.5800000000000003,"(56.85, 8.25, 48.4)","(35.25, -13.35, 65.824)","(0.75, -17.7, 23.232)","(32.85, 14.25, 62.436)","(29.7, 8.4, 69.212)","(1.35, -4.95, 26.136)","(-2.7, -9.0, 40.414)","(10.65, -7.8, 29.524)","(2.55, -19.65, 32.912)"
59,0.5900000000000003,"(55.2, 9.15, 49.126)","(35.4, -13.5, 65.34)","(3.15, -17.7, 26.862)","(32.25, 14.85, 55.902)","(30.3, 7.35, 72.842)","(0.75, -5.1, 28.556)","(-3.0, -7.2, 41.14)","(9.75, -8.7, 29.524)","(2.4, -18.3, 33.638)"
60,0.6000000000000003,"(60.0, 9.6, 50.82)","(34.8, -13.65, 62.92)","(6.9, -18.15, 26.862)","(34.5, 14.1, 58.08)","(31.35, 7.5, 74.536)","(2.1, -5.55, 27.104)","(-4.05, -8.7, 41.866)","(9.0, -8.25, 31.218)","(1.35, -20.1, 36.3)"
61,0.6100000000000003,"(58.65, 9.3, 45.496)","(35.25, -14.55, 65.824)","(-2.4, -19.35, 30.008)","(31.5, 13.05, 52.756)","(28.65, 6.0, 71.632)","(3.0, -7.35, 27.588)","(-3.15, -8.55, 42.834)","(8.4, -7.05, 29.524)","(1.65, -19.5, 33.88)"
62,0.6200000000000003,"(59.55, 9.15, 45.496)","(35.55, -13.2, 65.582)","(1.35, -16.35, 30.976)","(35.85, 17.4, 60.984)","(31.8, 7.8, 71.874)","(1.95, -4.95, 26.378)","(-1.8, -8.25, 41.382)","(9.45, -10.8, 29.766)","(1.8, -19.05, 35.09)"
63,0.6300000000000003,"(53.7, 7.95, 47.19)","(35.7, -13.05, 67.034)","(3.6, -20.25, 23.958)","(36.3, 17.1, 61.952)","(32.1, 5.4, 73.326)","(1.05, -5.55, 25.41)","(-1.95, -8.4, 39.93)","(8.85, -9.3, 30.976)","(2.4, -20.55, 34.606)"
